sample_id,dataset_key,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,project_split,label,architecture,generator_exposure,relative_path
cf_test_external_seen_family_aigi_168242bab1337b9e,eval,data/CompEval-00007-of-00413.parquet,4,4,000756.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_168242bab1337b9e_000756.png.png
cf_test_external_seen_family_aigi_16d3573e8b33d1df,eval,data/CompEval-00217-of-00413.parquet,2,19,000787.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_16d3573e8b33d1df_000787.png.png
cf_test_external_seen_family_aigi_17be7f4c39aa03d2,eval,data/CompEval-00362-of-00413.parquet,1,16,000654.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_17be7f4c39aa03d2_000654.png.png
cf_test_external_seen_family_aigi_182f6e2f50aac675,eval,data/CompEval-00246-of-00413.parquet,0,5,000431.png,PNG,kandinsky_2_2,kandinsky-2-2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_182f6e2f50aac675_000431.png.png
cf_test_external_seen_family_aigi_187ed9202fd48a35,eval,data/CompEval-00059-of-00413.parquet,4,5,000542.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_187ed9202fd48a35_000542.png.png
cf_test_external_seen_family_aigi_1897f94d9eec2bc1,eval,data/CompEval-00358-of-00413.parquet,4,11,000702.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1897f94d9eec2bc1_000702.png.png
cf_test_external_seen_family_aigi_197840feb9442156,eval,data/CompEval-00046-of-00413.parquet,1,19,000848.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_197840feb9442156_000848.png.png
cf_test_external_seen_family_aigi_19f3eec25731a590,eval,data/CompEval-00215-of-00413.parquet,0,12,000652.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_19f3eec25731a590_000652.png.png
cf_test_external_seen_family_aigi_19f411a4b42fb791,eval,data/CompEval-00091-of-00413.parquet,4,12,000833.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_19f411a4b42fb791_000833.png.png
cf_test_external_seen_family_aigi_1a2a259049fbfb7b,eval,data/CompEval-00081-of-00413.parquet,1,17,000922.png,PNG,Hourglass,hourglass,,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1a2a259049fbfb7b_000922.png.png
cf_test_external_seen_family_aigi_1a36f6529cbc4bb3,eval,data/CompEval-00161-of-00413.parquet,4,14,000368.png,PNG,kandinsky_2_2,kandinsky-2-2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1a36f6529cbc4bb3_000368.png.png
cf_test_external_seen_family_aigi_1a7c82741c889f6d,eval,data/CompEval-00192-of-00413.parquet,2,3,000239.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1a7c82741c889f6d_000239.png.png
cf_test_external_seen_family_aigi_1b1a9b62ab97b78e,eval,data/CompEval-00059-of-00413.parquet,3,14,000191.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1b1a9b62ab97b78e_000191.png.png
cf_test_external_seen_family_aigi_1b4152e074c9b3e7,eval,data/CompEval-00358-of-00413.parquet,1,15,000610.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1b4152e074c9b3e7_000610.png.png
cf_test_external_seen_family_aigi_1bba911039c7b558,eval,data/CompEval-00314-of-00413.parquet,1,13,000402.png,PNG,DeciDiffusionV2,decidiffusionv2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1bba911039c7b558_000402.png.png
cf_test_external_seen_family_aigi_1bbb8c54dd5819fc,eval,data/CompEval-00000-of-00413.parquet,1,19,000981.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1bbb8c54dd5819fc_000981.png.png
cf_test_external_seen_family_aigi_1bc60fe5968e2dc4,eval,data/CompEval-00198-of-00413.parquet,2,9,000638.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1bc60fe5968e2dc4_000638.png.png
cf_test_external_seen_family_aigi_1be24f4d8ca44454,eval,data/CompEval-00115-of-00413.parquet,0,3,000268.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1be24f4d8ca44454_000268.png.png
cf_test_external_seen_family_aigi_1c150e6adcbc9581,eval,data/CompEval-00316-of-00413.parquet,1,5,000820.png,PNG,DeciDiffusionV2,decidiffusionv2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1c150e6adcbc9581_000820.png.png
cf_test_external_seen_family_aigi_1ca514fbe667eac0,eval,data/CompEval-00113-of-00413.parquet,1,2,000298.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1ca514fbe667eac0_000298.png.png
cf_test_external_seen_family_aigi_1d17e90da0e45c1c,eval,data/CompEval-00154-of-00413.parquet,4,3,000003.png,PNG,Hourglass,hourglass,,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1d17e90da0e45c1c_000003.png.png
cf_test_external_seen_family_aigi_1d778ebe40f5a341,eval,data/CompEval-00275-of-00413.parquet,0,0,000613.png,PNG,Hourglass,hourglass,FFHQ,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1d778ebe40f5a341_000613.png.png
cf_test_external_seen_family_aigi_1d8b95b974c3bd85,eval,data/CompEval-00196-of-00413.parquet,0,8,000001.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1d8b95b974c3bd85_000001.png.png
cf_test_external_seen_family_aigi_1da581508784e37e,eval,data/CompEval-00238-of-00413.parquet,3,9,000991.png,PNG,kandinsky_2_2,kandinsky-2-2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1da581508784e37e_000991.png.png
cf_test_external_seen_family_aigi_1db70eab57104bce,eval,data/CompEval-00245-of-00413.parquet,3,12,000446.png,PNG,kandinsky_2_2,kandinsky-2-2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1db70eab57104bce_000446.png.png
cf_test_external_seen_family_aigi_1dd464cf9dae3bf0,eval,data/CompEval-00195-of-00413.parquet,3,3,000262.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1dd464cf9dae3bf0_000262.png.png
cf_test_external_seen_family_aigi_1e0e6e6174a18252,eval,data/CompEval-00217-of-00413.parquet,4,17,000429.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1e0e6e6174a18252_000429.png.png
cf_test_external_seen_family_aigi_1e2de4be9dbb44ee,eval,data/CompEval-00092-of-00413.parquet,3,2,000468.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1e2de4be9dbb44ee_000468.png.png
cf_test_external_seen_family_aigi_1e4dd130b7a547ef,eval,data/CompEval-00359-of-00413.parquet,0,11,000572.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1e4dd130b7a547ef_000572.png.png
cf_test_external_seen_family_aigi_1f3b686821879e63,eval,data/CompEval-00081-of-00413.parquet,2,6,000840.png,PNG,Hourglass,hourglass,,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1f3b686821879e63_000840.png.png
cf_test_external_seen_family_aigi_1f4ebbe19ad7c740,eval,data/CompEval-00218-of-00413.parquet,3,18,000918.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1f4ebbe19ad7c740_000918.png.png
cf_test_external_seen_family_aigi_1f64797880a3b647,eval,data/CompEval-00363-of-00413.parquet,3,10,000721.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1f64797880a3b647_000721.png.png
cf_test_external_seen_family_aigi_1f76cd6e2ed9acf6,eval,data/CompEval-00062-of-00413.parquet,3,15,000320.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1f76cd6e2ed9acf6_000320.png.png
cf_test_external_seen_family_aigi_1f885f7cc093ef69,eval,data/CompEval-00315-of-00413.parquet,4,14,000779.png,PNG,DeciDiffusionV2,decidiffusionv2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_1f885f7cc093ef69_000779.png.png
cf_test_external_seen_family_aigi_201397a1d4ea1529,eval,data/CompEval-00058-of-00413.parquet,3,16,000670.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_201397a1d4ea1529_000670.png.png
cf_test_external_seen_family_aigi_201dd2d8cb2cb1e1,eval,data/CompEval-00000-of-00413.parquet,0,12,000165.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_201dd2d8cb2cb1e1_000165.png.png
cf_test_external_seen_family_aigi_20678ad07451d684,eval,data/CompEval-00378-of-00413.parquet,1,0,000639.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_20678ad07451d684_000639.png.png
cf_test_external_seen_family_aigi_2068685dc3d27930,eval,data/CompEval-00217-of-00413.parquet,5,0,000816.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_2068685dc3d27930_000816.png.png
cf_test_external_seen_family_aigi_206e2631a25d0dbe,eval,data/CompEval-00004-of-00413.parquet,0,5,000880.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_206e2631a25d0dbe_000880.png.png
cf_test_external_seen_family_aigi_20b5b988742ce6df,eval,data/CompEval-00122-of-00413.parquet,4,1,000497.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_20b5b988742ce6df_000497.png.png
cf_test_external_seen_family_aigi_20c24aae0a8fb5d3,eval,data/CompEval-00002-of-00413.parquet,3,20,000428.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_20c24aae0a8fb5d3_000428.png.png
cf_test_external_seen_family_aigi_20f236ef7469d3f3,eval,data/CompEval-00119-of-00413.parquet,4,9,000370.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_20f236ef7469d3f3_000370.png.png
cf_test_external_seen_family_aigi_21391acf505d7304,eval,data/CompEval-00122-of-00413.parquet,0,3,000129.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_21391acf505d7304_000129.png.png
cf_test_external_seen_family_aigi_213ed7d02ee18eca,eval,data/CompEval-00087-of-00413.parquet,0,9,000235.png,PNG,Hourglass,hourglass,,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_213ed7d02ee18eca_000235.png.png
cf_test_external_seen_family_aigi_2157d575896a61ca,eval,data/CompEval-00061-of-00413.parquet,1,15,000400.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_2157d575896a61ca_000400.png.png
cf_test_external_seen_family_aigi_216cdeb1d8565bdb,eval,data/CompEval-00357-of-00413.parquet,3,9,000468.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_216cdeb1d8565bdb_000468.png.png
cf_test_external_seen_family_aigi_219ef093bcf9798d,eval,data/CompEval-00198-of-00413.parquet,0,2,000235.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_219ef093bcf9798d_000235.png.png
cf_test_external_seen_family_aigi_21c4e7d0d24e02e9,eval,data/CompEval-00215-of-00413.parquet,2,0,000557.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_21c4e7d0d24e02e9_000557.png.png
cf_test_external_seen_family_aigi_21d0aa1b31554395,eval,data/CompEval-00363-of-00413.parquet,2,19,000826.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_21d0aa1b31554395_000826.png.png
cf_test_external_seen_family_aigi_220f400533583c1d,eval,data/CompEval-00218-of-00413.parquet,3,4,000769.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_220f400533583c1d_000769.png.png
cf_test_external_seen_family_aigi_225f60c29fb1d406,eval,data/CompEval-00056-of-00413.parquet,4,0,000717.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_225f60c29fb1d406_000717.png.png
cf_test_external_seen_family_aigi_22ab055ffaf61623,eval,data/CompEval-00151-of-00413.parquet,2,13,000025.png,PNG,Hourglass,hourglass,,test,test_external_seen_family,1,PixDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_22ab055ffaf61623_000025.png.png
cf_test_external_seen_family_aigi_22c39ca6894c5c10,eval,data/CompEval-00217-of-00413.parquet,4,24,000979.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_22c39ca6894c5c10_000979.png.png
cf_test_external_seen_family_aigi_233e0a05e4e9f523,eval,data/CompEval-00218-of-00413.parquet,0,19,000513.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_233e0a05e4e9f523_000513.png.png
cf_test_external_seen_family_aigi_235ff566c339e4ac,eval,data/CompEval-00216-of-00413.parquet,1,9,000522.png,PNG,kvikontent_midjourney_v6,kvikontent-midjourney-v6,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_235ff566c339e4ac_000522.png.png
cf_test_external_seen_family_aigi_236a6245b4b1a1bd,eval,data/CompEval-00003-of-00413.parquet,3,3,000873.png,PNG,DFGAN,dfgan,COCO,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_236a6245b4b1a1bd_000873.png.png
cf_test_external_seen_family_aigi_236fed77e2c25004,eval,data/CompEval-00191-of-00413.parquet,3,1,000394.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_236fed77e2c25004_000394.png.png
cf_test_external_seen_family_aigi_23dcbfdf9dffd769,eval,data/CompEval-00197-of-00413.parquet,0,4,000168.png,PNG,LCM_lora_ssd1b,lcm-lora-ssd1b,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_23dcbfdf9dffd769_000168.png.png
cf_test_external_seen_family_aigi_24564fb325e8b2f9,eval,data/CompEval-00123-of-00413.parquet,3,11,000618.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_24564fb325e8b2f9_000618.png.png
cf_test_external_seen_family_aigi_24cfd5b02bc34c9e,eval,data/CompEval-00055-of-00413.parquet,4,16,000186.png,PNG,LCM_lora_sdxl,lcm-lora-sdxl,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_24cfd5b02bc34c9e_000186.png.png
cf_test_external_seen_family_aigi_2522f3eed4c67c34,eval,data/CompEval-00113-of-00413.parquet,2,24,000887.png,PNG,LCM_lora_sdv15,lcm-lora-sdv15,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_2522f3eed4c67c34_000887.png.png
cf_test_external_seen_family_aigi_252323cd1cb77cdc,eval,data/CompEval-00123-of-00413.parquet,3,0,000786.png,PNG,GALIP,galip,RAISE,test,test_external_seen_family,1,GAN,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_252323cd1cb77cdc_000786.png.png
cf_test_external_seen_family_aigi_25cbe31bd5e2fca7,eval,data/CompEval-00240-of-00413.parquet,2,2,000465.png,PNG,kandinsky_2_2,kandinsky-2-2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_25cbe31bd5e2fca7_000465.png.png
cf_test_external_seen_family_aigi_25d6e1cdb8eff26c,eval,data/CompEval-00316-of-00413.parquet,4,0,000109.png,PNG,DeciDiffusionV2,decidiffusionv2,RAISE,test,test_external_seen_family,1,LatDiff,family_seen,test_external_seen_family/aigi/cf_test_external_seen_family_aigi_25d6e1cdb8eff26c_000109.png.png
